,ticker,SIC,Four Digit SIC Codes,Four Digit SIC Code Descriptions,SIC Two Digit,Two Digit SIC Codes,Two Digit SIC Code Descriptions
6916,MRK,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
6917,SKF,0,,,0,,
6918,CRH,3241,3241.0,"CEMENT, HYDRAULIC",32,32.0,"STONE, CLAY, GLASS, AND CONCRETE PRODUCTS"
6919,DFEB,0,,,0,,
6920,CIVI,8082,8082.0,HOME HEALTH CARE SERVICES,80,80.0,HEALTH SERVICES
6921,CWEN,0,,,0,,
6922,SCHI,0,,,0,,
6923,REX,2869,2869.0,"INDUSTRIAL ORGANIC CHEMICALS, NEC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
6924,GGG,3561,3561.0,PUMPS AND PUMPING EQUIPMENT,35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
6925,PLOW,3531,3531.0,CONSTRUCTION MACHINERY,35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
6926,TRTNpB,0,,,0,,
6927,CSTM,3354,3354.0,ALUMINUM EXTRUDED PRODUCTS,33,33.0,PRIMARY METAL INDUSTRIES
6928,HRT,0,,,0,,
6929,AMK,0,,,0,,
6930,YETI,0,,,0,,
6931,BA,3721,3721.0,AIRCRAFT,37,37.0,TRANSPORTATION EQUIPMENT
6932,HUYA,0,,,0,,
6933,BYLD,0,,,0,,
6934,IRMD,3841,3841.0,SURGICAL AND MEDICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
6935,PRK,7389,7389.0,"BUSINESS SERVICES, NEC",73,73.0,BUSINESS SERVICES
6936,EVI,7211,7211.0,"POWER LAUNDRIES, FAMILY AND COMMERCIAL",72,72.0,PERSONAL SERVICES
6937,COTY,2844,2844.0,TOILET PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
6938,AIZ,6321,6321.0,ACCIDENT AND HEALTH INSURANCE,63,63.0,INSURANCE CARRIERS
6939,AOA,0,,,0,,
6940,PRH,6311,6311.0,LIFE INSURANCE,63,63.0,INSURANCE CARRIERS
6941,NFRA,0,,,0,,
6942,EQWL,0,,,0,,
6943,VCYT,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
6944,KOIN,0,,,0,,
6945,IONQ,0,,,0,,
6946,TEO,4813,4813.0,"TELEPHONE COMMUNICATION, EXCEPT RADIO",48,48.0,COMMUNICATIONS
6947,MEC,0,,,0,,
6948,PDN,0,,,0,,
6949,NYT,2711,2711.0,NEWSPAPERS,27,27.0,"PRINTING, PUBLISHING AND ALLIED INDUSTRIES"
6950,BLK,6211,6211.0,SECURITY BROKERS AND DEALERS,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
6951,ACRpC,0,,,0,,
6952,CWAN,0,,,0,,
6953,ACRE,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
6954,MUC,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
6955,GLTR,0,,,0,,
6956,HL,1041,1041.0,GOLD ORES,10,10.0,METAL MINING
6957,UAL,4512,4512.0,"AIR TRANSPORTATION, SCHEDULED",45,45.0,TRANSPORTATION BY AIR
6958,KGC,0,,,0,,
6959,ICAP,0,,,0,,
6960,ARGO,0,,,0,,
6961,RSI,0,,,0,,
6962,NI,4931,4931.0,ELECTRIC AND OTHER SERVICES COMBINED,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
6963,SIRE,0,,,0,,
6964,SHPW,0,,,0,,
6965,SPIP,0,,,0,,
6966,DTE,4911,4911.0,ELECTRIC SERVICES,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
6967,NQP,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
6968,PTN,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
6969,TME,0,,,0,,
6970,THMO,0,,,0,,
6971,VSCO,0,,,0,,
6972,PSK,0,,,0,,
6973,VRT,0,,,0,,
6974,SFL,4412,4412.0,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,44,44.0,WATER TRANSPORTATION
6975,FGRO,0,,,0,,
6976,PAWZ,0,,,0,,
6977,LQDW,0,,,0,,
6978,VFH,0,,,0,,
6979,AFGB,0,,,0,,
6980,USM,4812,4812.0,RADIOTELEPHONE COMMUNICATION,48,48.0,COMMUNICATIONS
6981,ARMP,0,,,0,,
6982,PGAL,0,,,0,,
6983,CTS,3679,3679.0,"ELECTRONIC COMPONENTS, NEC",36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
6984,MCRB,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
6985,EGY,1311,1311.0,CRUDE PETROLEUM AND NATURAL GAS,13,13.0,OIL AND GAS EXTRACTION
6986,PMF,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
6987,AVDV,0,,,0,,
6988,ENVA,6141,6141.0,PERSONAL CREDIT INSTITUTIONS,61,61.0,NONDEPOSITORY CREDIT INSTITUTIONS
6989,WWR,1094,1094.0,URANIUM-RADIUM-VANADIUM ORES,10,10.0,METAL MINING
6990,PDM,6512,6512.0,NONRESIDENTIAL BUILDING OPERATORS,65,65.0,REAL ESTATE
6991,PACK,0,,,0,,
6992,TRTY,0,,,0,,
6993,CWEN.A,0,,,0,,
6994,RCG,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
6995,BACpL,0,,,0,,
6996,FGB,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
6997,CHAA,0,,,0,,
6998,RMBS,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
6999,KEMX,0,,,0,,
7000,DLRpL,0,,,0,,
7001,BSAQ,0,,,0,,
7002,FPX,0,,,0,,
7003,WFG,0,,,0,,
7004,WWW,3149,3149.0,"FOOTWEAR, EXCEPT RUBBER, NEC",31,31.0,LEATHER AND LEATHER PRODUCTS
7005,HJEN,0,,,0,,
7006,TTM,3711,3711.0,MOTOR VEHICLES AND CAR BODIES,37,37.0,TRANSPORTATION EQUIPMENT
7007,OI,3221,3221.0,GLASS CONTAINERS,32,32.0,"STONE, CLAY, GLASS, AND CONCRETE PRODUCTS"
7008,RAMP,0,,,0,,
7009,KEY,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7010,BACpO,0,,,0,,
7011,VVI,7389,7389.0,"BUSINESS SERVICES, NEC",73,73.0,BUSINESS SERVICES
7012,ALE,4931,4931.0,ELECTRIC AND OTHER SERVICES COMBINED,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
7013,QVCC,0,,,0,,
7014,INFY,7371,7371.0,CUSTOM COMPUTER PROGRAMMING SERVICES,73,73.0,BUSINESS SERVICES
7015,VLTA,0,,,0,,
7016,TRP,4611,,,46,46.0,"PIPELINES, EXCEPT NATURAL GAS"
7017,TpA,0,,,0,,
7018,RADI,0,,,0,,
7019,PSTG,3572,3572.0,COMPUTER STORAGE DEVICES,35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
7020,URG,0,,,0,,
7021,TV,0,,,0,,
7022,SITC,0,,,0,,
7023,CHK,1311,1311.0,CRUDE PETROLEUM AND NATURAL GAS,13,13.0,OIL AND GAS EXTRACTION
7024,UA,2321,2321.0,MEN'S AND BOY'S FURNISHINGS,23,23.0,"APPAREL, FINISHED PRDCTS FROM FABRICS & SIMILAR MATERIALS"
7025,BFZ,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7026,FTAI,7359,7359.0,"EQUIPMENT RENTAL AND LEASING, NEC",73,73.0,BUSINESS SERVICES
7027,HONE,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7028,CDXS,8731,8731.0,COMMERCIAL PHYSICAL RESEARCH,87,87.0,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT & RELATED SVCS"
7029,TTEK,8711,8711.0,ENGINEERING SERVICES,87,87.0,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT & RELATED SVCS"
7030,SMLR,3845,3845.0,ELECTROMEDICAL EQUIPMENT,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7031,VCEL,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
7032,ALRM,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7033,HEI.A,0,,,0,,
7034,IVZ,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
7035,LPTH,3827,3827.0,OPTICAL INSTRUMENTS AND LENSES,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7036,SRRK,0,,,0,,
7037,BHLB,6035,6035.0,FEDERAL SAVINGS INSTITUTIONS,60,60.0,DEPOSITORY INSTITUTIONS
7038,MIR,0,,,0,,
7039,FTSM,0,,,0,,
7040,VIS,0,,,0,,
7041,RYAAY,0,,,0,,
7042,SDC,0,,,0,,
7043,SLVO,0,,,0,,
7044,VIOT,0,,,0,,
7045,BGSF,7361,7361.0,EMPLOYMENT AGENCIES,73,73.0,BUSINESS SERVICES
7046,TRMK,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7047,AMPH,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7048,MCHP,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
7049,BNDD,0,,,0,,
7050,SCHL,2731,2731.0,BOOK PUBLISHING,27,27.0,"PRINTING, PUBLISHING AND ALLIED INDUSTRIES"
7051,FCF,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7052,HYLB,0,,,0,,
7053,DAKT,3999,3999.0,"MANUFACTURING INDUSTRIES, NEC",39,39.0,MISCELLANEOUS MANUFACTURING INDUSTRIES
7054,CREX,0,,,0,,
7055,AUR,0,,,0,,
7056,SVVC,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7057,FFWM,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7058,OBLG,0,,,0,,
7059,CAKE,5812,5812.0,EATING PLACES,58,58.0,EATING AND DRINKING PLACES
7060,PATK,2499,2499.0,"WOOD PRODUCTS, NEC",24,24.0,"LUMBER AND WOOD PRODUCTS, EXCEPT FURNITURE"
7061,IGF,0,,,0,,
7062,HIVE,3669,3669.0,"COMMUNICATIONS EQUIPMENT, NEC",36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
7063,HBIO,3826,3826.0,ANALYTICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7064,SRNE,8731,8731.0,COMMERCIAL PHYSICAL RESEARCH,87,87.0,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT & RELATED SVCS"
7065,FAST,5039,5039.0,"CONSTRUCTION MATERIALS, NEC",50,50.0,WHOLESALE TRADE - DURABLE GOODS
7066,PGC,6029,6029.0,"COMMERCIAL BANKS, NEC",60,60.0,DEPOSITORY INSTITUTIONS
7067,RWLK,0,,,0,,
7068,NAUT,0,,,0,,
7069,RARE,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7070,REED,2086,2086.0,BOTTLED AND CANNED SOFT DRINKS,20,20.0,FOOD AND KINDRED PRODUCTS
7071,NUVA,3841,3841.0,SURGICAL AND MEDICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7072,DSEP,0,,,0,,
7073,WULF,0,,,0,,
7074,CATH,0,,,0,,
7075,TETE,0,,,0,,
7076,SNPS,7371,7371.0,CUSTOM COMPUTER PROGRAMMING SERVICES,73,73.0,BUSINESS SERVICES
7077,SAL,6035,6035.0,FEDERAL SAVINGS INSTITUTIONS,60,60.0,DEPOSITORY INSTITUTIONS
7078,CYN,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7079,DUST,0,,,0,,
7080,APGN,0,,,0,,
7081,TIGR,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7082,CRSR,0,,,0,,
7083,GLOPpB,0,,,0,,
7084,FLBL,0,,,0,,
7085,RWO,0,,,0,,
7086,QRVO,3823,3823.0,PROCESS CONTROL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7087,SON,2655,2655.0,"FIBER CANS, DRUMS, AND SIMILAR PRODUCTS",26,26.0,PAPER AND ALLIED PRODUCTS
7088,GS,6211,6211.0,SECURITY BROKERS AND DEALERS,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
7089,CYT,2890,,,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7090,PSApN,0,,,0,,
7091,ANGH,0,,,0,,
7092,DSGR,0,,,0,,
7093,TFPM,0,,,0,,
7094,DAO,0,,,0,,
7095,NFJ,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7096,DHCNI,0,,,0,,
7097,ANPC,0,,,0,,
7098,EMQQ,0,,,0,,
7099,ALLG,0,,,0,,
7100,MAV,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7101,PLNT,7991,7991.0,PHYSICAL FITNESS FACILITIES,79,79.0,AMUSEMENT AND RECREATION SERVICES
7102,IBHE,0,,,0,,
7103,JCPI,0,,,0,,
7104,FDIG,0,,,0,,
7105,SSSS,0,,,0,,
7106,QQQS,0,,,0,,
7107,CIOpA,0,,,0,,
7108,PTF,0,,,0,,
7109,BILS,0,,,0,,
7110,COFpL,0,,,0,,
7111,RAVI,0,,,0,,
7112,SJT,6792,6792.0,OIL ROYALTY TRADERS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7113,MXCT,0,,,0,,
7114,FIVE,5331,5331.0,VARIETY STORES,53,53.0,GENERAL MERCHANDISE STORES
7115,PRAA,7323,7323.0,CREDIT REPORTING SERVICES,73,73.0,BUSINESS SERVICES
7116,CDW,7379,7379.0,"COMPUTER RELATED SERVICES, NEC",73,73.0,BUSINESS SERVICES
7117,SNCR,7371,7371.0,CUSTOM COMPUTER PROGRAMMING SERVICES,73,73.0,BUSINESS SERVICES
7118,IMGO,0,,,0,,
7119,MRKR,0,,,0,,
7120,JWEL,0,,,0,,
7121,SDGR,0,,,0,,
7122,ATLC,6141,6141.0,PERSONAL CREDIT INSTITUTIONS,61,61.0,NONDEPOSITORY CREDIT INSTITUTIONS
7123,VSTO,3949,3949.0,"SPORTING AND ATHLETIC GOODS, NEC",39,39.0,MISCELLANEOUS MANUFACTURING INDUSTRIES
7124,TARS,0,,,0,,
7125,MXL,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
7126,ACTG,6794,6794.0,PATENT OWNERS AND LESSORS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7127,NRIX,0,,,0,,
7128,CVBF,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7129,PXI,0,,,0,,
7130,DWAS,0,,,0,,
7131,WAVE,0,,,0,,
7132,JAQC,0,,,0,,
7133,BKYI,7382,7382.0,SECURITY SYSTEMS SERVICES,73,73.0,BUSINESS SERVICES
7134,SYM,0,,,0,,
7135,THRY,0,,,0,,
7136,CARA,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7137,OSUR,3841,3841.0,SURGICAL AND MEDICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7138,MLVF,6036,6036.0,"SAVINGS INSTITUTIONS, EXCEPT FEDERAL",60,60.0,DEPOSITORY INSTITUTIONS
7139,NYXH,0,,,0,,
7140,ESGRP,0,,,0,,
7141,VNET,7379,7379.0,"COMPUTER RELATED SERVICES, NEC",73,73.0,BUSINESS SERVICES
7142,QH,0,,,0,,
7143,ADNWW,0,,,0,,
7144,LKFN,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7145,ULH,4213,4213.0,"TRUCKING, EXCEPT LOCAL",42,42.0,MOTOR FREIGHT TRANSPORTATION
7146,BRY,0,,,0,,
7147,EMXC,0,,,0,,
7148,TRMD,0,,,0,,
7149,LASE,0,,,0,,
7150,WFRD,0,,,0,,
7151,TERN,0,,,0,,
7152,RNW,0,,,0,,
7153,FEXDR,0,,,0,,
7154,RDI,7832,7832.0,"MOTION PICTURE THEATERS, EXCEPT DRIVE-IN",78,78.0,MOTION PICTURES
7155,GFAI,0,,,0,,
7156,RMR,6531,6531.0,REAL ESTATE AGENTS AND MANAGERS,65,65.0,REAL ESTATE
7157,VECO,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
7158,BHAT,0,,,0,,
7159,ASTLW,0,,,0,,
7160,CASH,6036,6036.0,"SAVINGS INSTITUTIONS, EXCEPT FEDERAL",60,60.0,DEPOSITORY INSTITUTIONS
7161,FLUX,0,,,0,,
7162,BLCN,0,,,0,,
7163,LSTR,4213,4213.0,"TRUCKING, EXCEPT LOCAL",42,42.0,MOTOR FREIGHT TRANSPORTATION
7164,CIO,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7165,ADME,0,,,0,,
7166,PLBY,0,,,0,,
7167,JSPRW,0,,,0,,
7168,FORA,0,,,0,,
7169,AHPI,3842,3842.0,SURGICAL APPLIANCES AND SUPPLIES,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
7170,AVTE,0,,,0,,
7171,QQMG,0,,,0,,
7172,SNEX,0,,,0,,
7173,BNTX,0,,,0,,
7174,NSS,0,,,0,,
7175,FSI,2891,2891.0,ADHESIVES AND SEALANTS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7176,GXO,0,,,0,,
7177,BPYPM,0,,,0,,
7178,AMTX,2869,2869.0,"INDUSTRIAL ORGANIC CHEMICALS, NEC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
7179,IBLC,0,,,0,,
7180,BSMO,0,,,0,,
7181,ADV,0,,,0,,
7182,DTOC,0,,,0,,
7183,APPHW,0,,,0,,
7184,NISN,0,,,0,,
7185,GNFT,0,,,0,,
7186,GEG,0,,,0,,
7187,APGNW,0,,,0,,
7188,IPSC,0,,,0,,
7189,PSCC,0,,,0,,
7190,PEAR,0,,,0,,
7191,PFM,0,,,0,,
7192,LMDX,0,,,0,,
7193,FDNI,0,,,0,,
7194,PPC,2015,2015.0,POULTRY SLAUGHTERING AND PROCESSING,20,20.0,FOOD AND KINDRED PRODUCTS
7195,YCL,0,,,0,,
7196,JUPWW,0,,,0,,
7197,NVIV,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
7198,AUDC,3661,3661.0,TELEPHONE AND TELEGRAPH APPARATUS,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
7199,TMCI,0,,,0,,
7200,LE,5651,5651.0,FAMILY CLOTHING STORES,56,56.0,APPAREL AND ACCESSORY STORES
7201,MTEM,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
7202,EVLV,5961,5961.0,CATALOG AND MAIL-ORDER HOUSES,59,59.0,MISCELLANEOUS RETAIL
7203,LUMO,0,,,0,,
7204,ERII,3559,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
7205,ALVR,0,,,0,,
7206,TUSK,1389,1389.0,"OIL AND GAS FIELD SERVICES, NEC",13,13.0,OIL AND GAS EXTRACTION
7207,VEEE,0,,,0,,
7208,TATT,3724,3724.0,AIRCRAFT ENGINES AND ENGINE PARTS,37,37.0,TRANSPORTATION EQUIPMENT
7209,BLU,0,,,0,,
7210,FIS,7389,7389.0,"BUSINESS SERVICES, NEC",73,73.0,BUSINESS SERVICES
7211,CTVA,0,,,0,,
7212,IRBA,0,,,0,,
7213,TRCA.WS,0,,,0,,
7214,KLCD,0,,,0,,
7215,ITCB,6029,6029.0,"COMMERCIAL BANKS, NEC",60,60.0,DEPOSITORY INSTITUTIONS
7216,HAL,1381,1381.0,DRILLING OIL AND GAS WELLS,13,13.0,OIL AND GAS EXTRACTION
7217,NUGO,0,,,0,,
7218,HYBB,0,,,0,,
7219,C,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7220,DOCS,0,,,0,,
7221,SPNTpB,0,,,0,,
7222,EPAM,7371,7371.0,CUSTOM COMPUTER PROGRAMMING SERVICES,73,73.0,BUSINESS SERVICES
7223,TDOC,8011,8011.0,OFFICES AND CLINICS OF MEDICAL DOCTORS,80,80.0,HEALTH SERVICES
7224,GSJY,0,,,0,,
7225,WBSpG,0,,,0,,
7226,ABRpF,0,,,0,,
7227,ELF,2844,2844.0,TOILET PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7228,BAL,0,,,0,,
7229,HLGN.WS,0,,,0,,
7230,TMP,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7231,CHS,5621,5621.0,WOMEN'S CLOTHING STORES,56,56.0,APPAREL AND ACCESSORY STORES
7232,PEP,2086,2086.0,BOTTLED AND CANNED SOFT DRINKS,20,20.0,FOOD AND KINDRED PRODUCTS
7233,WBX,0,,,0,,
7234,DPRO,0,,,0,,
7235,MMYT,4724,4724.0,TRAVEL AGENCIES,47,47.0,TRANSPORTATION SERVICES
7236,STR.WS,0,,,0,,
7237,LKCO,0,,,0,,
7238,SRAX,7311,7311.0,ADVERTISING AGENCIES,73,73.0,BUSINESS SERVICES
7239,EJH,0,,,0,,
7240,PRVA,0,,,0,,
7241,DTEA,1091,,,10,10.0,METAL MINING
7242,HHS,7331,7331.0,DIRECT MAIL ADVERTISING SERVICES,73,73.0,BUSINESS SERVICES
7243,PKBO,0,,,0,,
7244,TRHC,8082,8082.0,HOME HEALTH CARE SERVICES,80,80.0,HEALTH SERVICES
7245,HON,3999,3999.0,"MANUFACTURING INDUSTRIES, NEC",39,39.0,MISCELLANEOUS MANUFACTURING INDUSTRIES
7246,TCBI,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7247,MBINO,0,,,0,,
7248,FNVT,0,,,0,,
7249,YTRA,6719,6719.0,"HOLDING COMPANIES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7250,ADAP,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7251,CWBR,2835,2835.0,DIAGNOSTIC SUBSTANCES,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7252,FRG,0,,,0,,
7253,CSQ,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
7254,LILA,0,,,0,,
7255,MNTX,3559,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
7256,NLTX,0,,,0,,
7257,IMNM,0,,,0,,
7258,POWWP,0,,,0,,
7259,ARQQ,0,,,0,,
7260,ENTX,0,,,0,,
7261,RUSHA,5511,5511.0,NEW AND USED CAR DEALERS,55,55.0,AUTOMOTIVE DEALERS AND GASOLINE SERVICE STATIONS
7262,CDMO,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7263,NWPX,3317,3317.0,STEEL PIPE AND TUBES,33,33.0,PRIMARY METAL INDUSTRIES
7264,OTMO,0,,,0,,
7265,DXYN,2273,2273.0,CARPETS AND RUGS,22,22.0,TEXTILE MILL PRODUCTS
7266,ERAS,0,,,0,,
7267,ICMB,0,,,0,,
7268,FWONA,4833,4833.0,TELEVISION BROADCASTING STATIONS,48,48.0,COMMUNICATIONS
7269,LTRPA,8999,8999.0,"SERVICES, NEC",89,89.0,"SERVICES, NOT ELSEWHERE CLASSIFIED"
7270,VACC,0,,,0,,
7271,SLP,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
7272,SANW,0,,,0,,
7273,CHKEL,0,,,0,,
7274,YJ,0,,,0,,
7275,OCC,3357,3357.0,NONFERROUS WIREDRAWING AND INSULATING,33,33.0,PRIMARY METAL INDUSTRIES
7276,PRQR,0,,,0,,
7277,INSE,7993,7993.0,COIN-OPERATED AMUSEMENT DEVICES,79,79.0,AMUSEMENT AND RECREATION SERVICES
7278,PYR,0,,,0,,
7279,JJSF,2052,2052.0,COOKIES AND CRACKERS,20,20.0,FOOD AND KINDRED PRODUCTS
7280,TMPOW,0,,,0,,
7281,GSM,0,,,0,,
7282,AMTB,0,,,0,,
7283,BCLI,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
7284,CGO,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
7285,DXLG,5651,5651.0,FAMILY CLOTHING STORES,56,56.0,APPAREL AND ACCESSORY STORES
7286,OCUL,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
7287,FRPT,2047,2047.0,DOG AND CAT FOOD,20,20.0,FOOD AND KINDRED PRODUCTS
7288,GAN,0,,,0,,
7289,BANF,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
7290,GANX,0,,,0,,
